[-27.3125, -62.25, 13.4375]
[64.75, -116.25, -11.1875]
[64.75, -116.25, -11.1875]
[82.25, -75.125, 8.125]
[16.0, -62.75, 10.9375]
[16.0, -62.75, 10.9375]
[16.0, -62.75, 10.9375]
[-16.1875, -56.8125, 18.0]
[-16.1875, -56.8125, 18.0]
[0.4375, -48.375, 12.625]
[25.0625, -21.375, 14.5625]
[25.0625, -21.375, 14.5625]
[31.1875, -3.4375, 11.75]
[31.1875, -3.4375, 11.75]
[6.8125, -8.8125, 3.4375]
[6.8125, -8.8125, 3.4375]
[7.3125, -16.5625, 4.6875]
[7.3125, -16.5625, 4.6875]
[7.3125, -16.5625, 4.6875]
[29.6875, -13.75, 4.6875]
[17.4375, -13.5, 1.0625]
[17.4375, -13.5, 1.0625]
[3.9375, -10.1875, -0.75]
[3.9375, -10.1875, -0.75]
[6.8125, -2.5, -2.1875]
[6.8125, -2.5, -2.1875]
[3.8125, 0.25, -2.75]
[3.8125, 0.25, -2.75]
[-0.375, -0.9375, -3.0625]
[-0.375, -0.9375, -3.0625]
[-1.5625, 0.4375, -2.4375]
[-1.5625, 0.4375, -2.4375]
[-1.5625, 0.4375, -2.4375]
[2.1875, 5.375, -3.9375]
[1.375, 13.4375, -4.5]
[1.375, 13.4375, -4.5]
[3.5, 27.25, -1.5]
[3.5, 27.25, -1.5]
[9.0, 48.1875, 7.9375]
[9.0, 48.1875, 7.9375]
[9.375, 74.625, 17.875]
[9.375, 74.625, 17.875]
[18.5, 106.875, 26.125]
[18.5, 106.875, 26.125]
[31.4375, 141.0625, 39.4375]
[51.4375, 173.5625, 58.4375]
[51.4375, 173.5625, 58.4375]
[51.4375, 173.5625, 58.4375]
[89.0, 201.3125, 80.25]
[120.6875, 226.4375, 97.3125]
[120.6875, 226.4375, 97.3125]
[141.9375, 247.375, 110.875]
[141.9375, 247.375, 110.875]
[152.0625, 257.1875, 115.4375]
[152.0625, 257.1875, 115.4375]
[161.8125, 254.6875, 120.4375]
[161.8125, 254.6875, 120.4375]
[186.25, 251.75, 120.375]
[186.25, 251.75, 120.375]
[194.1875, 257.0, 109.8125]
[194.1875, 257.0, 109.8125]
[184.4375, 260.25, 86.0625]
[184.4375, 260.25, 86.0625]
[197.125, 247.25, 70.5625]
[197.125, 247.25, 70.5625]
[182.125, 225.4375, 51.375]
[182.125, 225.4375, 51.375]
[182.125, 225.4375, 51.375]
[166.9375, 215.5, 30.5625]
[170.5625, 209.875, 8.9375]
[170.5625, 209.875, 8.9375]
[173.6875, 203.625, -10.6875]
[173.6875, 203.625, -10.6875]
[173.6875, 203.625, -10.6875]
[141.9375, 176.6875, -28.625]
[124.5, 151.5, -40.4375]
[124.5, 151.5, -40.4375]
[104.25, 131.6875, -53.375]
[104.25, 131.6875, -53.375]
[87.3125, 122.5625, -73.25]
[87.3125, 122.5625, -73.25]
[79.6875, 111.5625, -94.0]
[79.6875, 111.5625, -94.0]
[65.9375, 90.6875, -113.0625]
[65.9375, 90.6875, -113.0625]
[32.25, 67.0625, -128.9375]
[32.25, 67.0625, -128.9375]
[-9.8125, 52.125, -134.0625]
[-9.8125, 52.125, -134.0625]
[-50.3125, 36.75, -125.0]
[-50.3125, 36.75, -125.0]
[-50.3125, 36.75, -125.0]
[-95.625, 20.0, -103.25]
[-95.625, 20.0, -103.25]
[-133.75, 22.3125, -81.8125]
[-144.5625, 51.1875, -40.8125]
[-144.5625, 51.1875, -40.8125]
[-157.375, 55.125, -16.75]
[-137.875, 31.5, 16.125]
[-137.875, 31.5, 16.125]
[-137.875, 31.5, 16.125]
[-60.125, -10.25, 54.875]
[-60.125, -10.25, 54.875]
[22.1875, -55.875, 91.125]
[22.1875, -55.875, 91.125]
[65.9375, -86.9375, 130.8125]
[65.9375, -86.9375, 130.8125]
[70.5, -110.375, 170.75]
[70.5, -110.375, 170.75]
[59.5, -138.0625, 196.3125]
[59.5, -138.0625, 196.3125]
[68.5625, -150.25, 210.75]
[68.5625, -150.25, 210.75]
[81.375, -145.375, 201.5]
[81.375, -145.375, 201.5]
[98.3125, -122.5625, 173.4375]
[98.3125, -122.5625, 173.4375]
[88.5625, -95.875, 138.25]
[97.1875, -72.4375, 100.375]
[97.1875, -72.4375, 100.375]
[97.1875, -72.4375, 100.375]
[111.5, -39.0, 59.8125]
[111.5, -39.0, 59.8125]
[70.8125, -16.9375, 4.8125]
[18.5625, 8.125, -54.6875]
[18.5625, 8.125, -54.6875]
[18.5625, 8.125, -54.6875]
[-11.75, 37.5625, -115.9375]
[-11.75, 37.5625, -115.9375]
[-19.125, 64.125, -171.6875]
[-27.6875, 71.9375, -203.0]
[-27.6875, 71.9375, -203.0]
[-27.6875, 71.9375, -203.0]
[-77.25, 63.6875, -220.8125]
[-132.5, 59.0, -219.5]
[-132.5, 59.0, -219.5]
[-146.0625, 67.9375, -200.5]
[-146.0625, 67.9375, -200.5]
[-146.0625, 67.9375, -200.5]
[-108.9375, 83.125, -184.4375]
[-80.25, 81.6875, -159.6875]
[-80.25, 81.6875, -159.6875]
[-49.9375, 65.0625, -121.1875]
[-49.9375, 65.0625, -121.1875]
[-26.75, 34.875, -63.8125]
[-26.75, 34.875, -63.8125]
[13.125, 1.6875, 2.125]
[13.125, 1.6875, 2.125]
[15.1875, -30.8125, 42.9375]
[15.1875, -30.8125, 42.9375]
[11.4375, -56.25, 68.1875]
[11.4375, -56.25, 68.1875]
[22.875, -85.75, 87.25]
[22.875, -85.75, 87.25]
[9.125, -126.875, 91.875]
[9.125, -126.875, 91.875]
[-31.8125, -175.875, 92.3125]
[-31.8125, -175.875, 92.3125]
[-67.6875, -232.0, 89.4375]
[-132.375, -278.4375, 67.0]
[-132.375, -278.4375, 67.0]
[-132.375, -278.4375, 67.0]
[-178.875, -308.125, 38.0]
[-178.875, -308.125, 38.0]
[-206.125, -326.125, -1.8125]
[-206.125, -326.125, -1.8125]
[-239.125, -336.375, -34.3125]
[-228.3125, -343.375, -73.8125]
[-228.3125, -343.375, -73.8125]
[-228.3125, -343.375, -73.8125]
[-232.375, -347.5, -104.1875]
[-205.0, -321.875, -127.6875]
[-205.0, -321.875, -127.6875]
[-146.25, -285.75, -135.875]
[-146.25, -285.75, -135.875]
[-146.25, -285.75, -135.875]
[-127.25, -289.9375, -146.0625]
[-109.125, -293.0625, -145.1875]
[-109.125, -293.0625, -145.1875]
[-23.375, -245.5625, -112.5625]
[-23.375, -245.5625, -112.5625]
[-1.375, -177.875, -79.1875]
[-1.375, -177.875, -79.1875]
[-30.75, -150.5625, -66.375]
[-30.75, -150.5625, -66.375]
[-28.6875, -142.375, -51.875]
[-28.6875, -142.375, -51.875]
[13.125, -121.875, -35.8125]
[13.125, -121.875, -35.8125]
[26.4375, -93.75, -14.625]
[26.4375, -93.75, -14.625]
[-10.625, -76.3125, -2.375]
[-17.625, -59.5, 3.3125]
[-17.625, -59.5, 3.3125]
[-17.625, -59.5, 3.3125]
[8.4375, -39.375, 15.0625]
[8.4375, -39.375, 15.0625]
[28.6875, -13.875, 20.75]
[28.6875, -13.875, 20.75]
[20.25, -0.75, 14.5625]
[20.25, -0.75, 14.5625]
[-14.9375, -4.375, 6.5]
[-8.6875, -6.375, 5.3125]
[-8.6875, -6.375, 5.3125]
[-8.6875, -6.375, 5.3125]
[13.3125, -4.875, 6.5625]
[13.3125, -4.875, 6.5625]
[10.8125, -5.25, 2.8125]
[-4.1875, -4.8125, -1.5625]
[-4.1875, -4.8125, -1.5625]
[-4.1875, -4.8125, -1.5625]
[-4.875, -2.25, -3.1875]
[-0.6875, -0.9375, -2.375]
[-0.6875, -0.9375, -2.375]
[-0.25, -0.6875, -0.3125]
[-0.25, -0.6875, -0.3125]
[-0.25, -0.6875, -0.3125]
[-0.75, 0.75, 0.25]
[-0.75, 0.75, 0.25]
[0.125, 2.4375, -0.3125]
[-1.1875, 1.0, -0.5625]
[-1.1875, 1.0, -0.5625]
[-1.1875, 1.0, -0.5625]
[-1.0, -0.6875, 0.5]
[2.625, 0.0, 1.875]
[2.625, 0.0, 1.875]
[1.8125, -2.0625, 1.1875]
[1.8125, -2.0625, 1.1875]
[2.625, -5.25, -0.125]
[2.625, -5.25, -0.125]
[8.5, -6.0, -1.5625]
[8.5, -6.0, -1.5625]
[8.5, -6.0, -1.5625]
[8.5, -6.0, -1.5625]
[19.3125, -1.5, 1.5]
[19.3125, -1.5, 1.5]
[34.8125, 9.8125, 4.5625]
[34.8125, 9.8125, 4.5625]
[55.0625, 36.5, 15.9375]
[55.0625, 36.5, 15.9375]
[70.5, 78.8125, 30.9375]
[70.5, 78.8125, 30.9375]
[71.25, 125.125, 48.125]
[71.25, 125.125, 48.125]
[73.875, 166.8125, 73.3125]
[73.875, 166.8125, 73.3125]
[92.1875, 210.0625, 94.1875]
[92.1875, 210.0625, 94.1875]
[92.1875, 210.0625, 94.1875]
[162.6875, 261.875, 110.1875]
[162.6875, 261.875, 110.1875]
[162.6875, 261.875, 110.1875]
[206.5625, 268.875, 107.9375]
[206.5625, 268.875, 107.9375]
[228.6875, 256.0, 105.75]
[223.5, 235.9375, 100.25]
[223.5, 235.9375, 100.25]
[223.5, 235.9375, 100.25]
[208.375, 222.125, 87.25]
[208.375, 222.125, 87.25]
[209.1875, 214.1875, 74.6875]
[185.6875, 181.75, 79.25]
[185.6875, 181.75, 79.25]
[185.6875, 181.75, 79.25]
[172.4375, 157.3125, 83.0]
[172.4375, 157.3125, 83.0]
[157.0625, 138.5, 76.125]
[149.375, 118.5625, 57.4375]
[149.375, 118.5625, 57.4375]
[149.375, 118.5625, 57.4375]
[139.8125, 101.5, 35.4375]
[139.8125, 101.5, 35.4375]
[114.25, 93.3125, 6.9375]
[97.3125, 93.25, -25.875]
[97.3125, 93.25, -25.875]
[97.3125, 93.25, -25.875]
[84.1875, 102.0625, -64.0]
[84.1875, 102.0625, -64.0]
[64.25, 110.125, -104.5625]
[54.6875, 120.625, -148.5625]
[54.6875, 120.625, -148.5625]
[54.6875, 120.625, -148.5625]
[26.0625, 123.625, -191.75]
[26.0625, 123.625, -191.75]
[-5.0, 112.0, -219.25]
[-5.0, 112.0, -219.25]
[-23.75, 101.5, -227.0625]
[-23.75, 101.5, -227.0625]
[-81.75, 105.6875, -230.9375]
[-81.75, 105.6875, -230.9375]
[-108.75, 125.25, -221.8125]
[-108.75, 125.25, -221.8125]
[-153.1875, 130.3125, -205.5]
[-153.1875, 130.3125, -205.5]
[-195.25, 122.125, -181.3125]
[-195.25, 122.125, -181.3125]
[-131.875, 104.1875, -122.6875]
[-131.875, 104.1875, -122.6875]
[-67.25, 64.125, -63.6875]
[-67.25, 64.125, -63.6875]
[-24.875, 12.75, 11.25]
[-24.875, 12.75, 11.25]
[30.1875, -39.25, 91.625]
[30.1875, -39.25, 91.625]
[38.5, -90.625, 135.875]
[42.6875, -133.25, 169.125]
[42.6875, -133.25, 169.125]
[42.6875, -133.25, 169.125]
[71.9375, -164.1875, 201.875]
[71.9375, -164.1875, 201.875]
[71.9375, -164.1875, 201.875]
[33.5, -183.375, 215.0625]
[33.5, -183.375, 215.0625]
[33.5, -183.375, 215.0625]
[35.9375, -172.75, 198.3125]
[35.9375, -172.75, 198.3125]
[39.125, -138.9375, 169.75]
[39.125, -138.9375, 169.75]
[91.0625, -97.375, 136.9375]
[121.6875, -54.3125, 104.4375]
[121.6875, -54.3125, 104.4375]
[59.9375, -29.4375, 73.3125]
[59.9375, -29.4375, 73.3125]
[-13.3125, -9.9375, 36.3125]
[-13.3125, -9.9375, 36.3125]
[-38.6875, 20.8125, -12.0]
[-38.6875, 20.8125, -12.0]
[-38.6875, 20.8125, -12.0]
[-50.375, 52.8125, -64.9375]
[-53.375, 69.625, -110.75]
[-53.375, 69.625, -110.75]
[-53.375, 69.625, -110.75]
[-60.5, 62.75, -137.8125]
[-76.125, 45.625, -140.6875]
[-76.125, 45.625, -140.6875]
[-76.125, 45.625, -140.6875]
[-76.125, 45.625, -140.6875]
[-55.5625, 10.6875, -94.9375]
[-55.5625, 10.6875, -94.9375]
[-51.9375, -31.875, -66.5625]
[-51.9375, -31.875, -66.5625]
[-60.3125, -77.0625, -46.0625]
[-60.3125, -77.0625, -46.0625]
[-71.375, -115.1875, -46.5]
[-71.375, -115.1875, -46.5]
[-75.375, -154.0, -64.5625]
[-75.375, -154.0, -64.5625]
[-104.75, -193.75, -74.0]
[-104.75, -193.75, -74.0]
[-126.75, -230.8125, -80.8125]
[-126.75, -230.8125, -80.8125]
[-140.125, -263.4375, -95.25]
[-140.125, -263.4375, -95.25]
[-175.0625, -295.25, -98.125]
[-175.0625, -295.25, -98.125]
[-182.0625, -313.75, -107.625]
[-182.0625, -313.75, -107.625]
[-183.875, -317.3125, -117.25]
[-180.75, -311.0, -130.125]
[-180.75, -311.0, -130.125]
[-180.75, -311.0, -130.125]
[-137.3125, -299.4375, -140.0625]
[-137.3125, -299.4375, -140.0625]
[-67.125, -271.4375, -127.3125]
[-19.5, -250.875, -101.6875]
[-19.5, -250.875, -101.6875]
[-19.5, -250.875, -101.6875]
[-16.5, -229.5625, -68.5625]
[-16.5, -229.5625, -68.5625]
[-44.25, -189.6875, -44.0]
[-43.5625, -140.8125, -20.75]
[-43.5625, -140.8125, -20.75]
[-1.25, -104.0625, -4.9375]
[-1.25, -104.0625, -4.9375]
[-1.25, -104.0625, -4.9375]
[2.0, -85.25, 3.4375]
[-14.25, -70.3125, 9.375]
[-14.25, -70.3125, 9.375]
[-8.0625, -52.5625, 9.5625]
[-8.0625, -52.5625, 9.5625]
[-8.0625, -52.5625, 9.5625]
[7.875, -40.0, 7.9375]
[7.875, -40.0, 7.9375]
[1.625, -29.9375, 6.4375]
[1.625, -29.9375, 6.4375]
[1.8125, -9.6875, 9.75]
[15.75, -1.0, 6.0]
[15.75, -1.0, 6.0]
[15.75, -1.0, 6.0]
[3.1875, -6.8125, 2.125]
[5.0, -12.75, 1.1875]
[5.0, -12.75, 1.1875]
[16.375, -14.0, 3.4375]
[16.375, -14.0, 3.4375]
[16.375, -14.0, 3.4375]
[19.3125, -12.5, 6.9375]
[13.0625, -9.625, 5.875]
[13.0625, -9.625, 5.875]
[13.0625, -9.625, 5.875]
[5.5, -7.25, 2.8125]
[4.5625, -4.0, -0.75]
[1.0625, -2.625, -0.625]
[1.0625, -2.625, -0.625]
[1.0625, -2.625, -0.625]
[1.0625, -2.625, -0.625]
[4.4375, -4.0625, 1.25]
[4.4375, -4.0625, 1.25]
[4.4375, -4.0625, 1.25]
[6.6875, -3.4375, 2.125]
[6.6875, -3.4375, 2.125]
[4.875, -2.1875, 1.5625]
[2.6875, -3.875, 2.4375]
[2.6875, -3.875, 2.4375]
[2.6875, -3.875, 2.4375]
[5.8125, -5.3125, 2.9375]
[5.8125, -5.3125, 2.9375]
[9.3125, -5.375, 2.75]
[10.0625, -3.625, 3.25]
[10.0625, -3.625, 3.25]
[10.0625, -3.625, 3.25]
[8.125, 0.0, 2.375]
[8.125, 0.0, 2.375]
[7.875, 3.4375, 1.75]
[7.875, 3.4375, 1.75]
[8.75, 4.375, 2.0625]
[17.0625, 7.75, 4.0625]
[17.0625, 7.75, 4.0625]
[41.5625, 36.1875, 18.3125]
[41.5625, 36.1875, 18.3125]
[61.625, 80.375, 39.5]
[61.625, 80.375, 39.5]
[75.5625, 125.5625, 52.0]
[75.5625, 125.5625, 52.0]
[75.5625, 125.5625, 52.0]
[75.5625, 125.5625, 52.0]
[85.25, 165.0625, 63.5625]
[70.375, 197.375, 74.875]
[75.5, 228.25, 88.375]
[75.5, 228.25, 88.375]
[75.5, 228.25, 88.375]
[114.75, 250.0, 98.25]
[156.625, 260.4375, 99.0]
[156.625, 260.4375, 99.0]
[180.3125, 259.5625, 96.25]
[180.3125, 259.5625, 96.25]
[185.1875, 252.5, 96.5]
[185.1875, 252.5, 96.5]
[196.9375, 240.5, 93.0]
[196.9375, 240.5, 93.0]
[200.6875, 218.0625, 88.625]
[200.6875, 218.0625, 88.625]
[191.3125, 195.125, 84.1875]
[191.3125, 195.125, 84.1875]
[173.125, 174.5625, 75.0]
[178.5625, 161.6875, 65.5]
[178.5625, 161.6875, 65.5]
[169.125, 140.625, 63.125]
[169.125, 140.625, 63.125]
[153.6875, 115.8125, 67.125]
[153.6875, 115.8125, 67.125]
[128.5, 88.625, 64.375]
[109.5625, 59.375, 63.125]
[109.5625, 59.375, 63.125]
[109.5625, 59.375, 63.125]
[91.4375, 35.9375, 59.8125]
[91.4375, 35.9375, 59.8125]
[71.625, 21.0625, 55.625]
[76.9375, 10.9375, 43.9375]
[76.9375, 10.9375, 43.9375]
[76.9375, 10.9375, 43.9375]
[71.0625, -1.6875, 29.375]
[71.0625, -1.6875, 29.375]
[57.25, -8.0625, 14.4375]
[57.25, -8.0625, 14.4375]
[59.5, -0.6875, -4.9375]
[59.5, -0.6875, -4.9375]
[60.625, 6.9375, -30.5625]
[60.625, 6.9375, -30.5625]
[59.1875, 15.1875, -62.125]
[51.0, 30.25, -103.375]
[51.0, 30.25, -103.375]
[51.0, 30.25, -103.375]
[35.0625, 49.5625, -149.8125]
[35.0625, 49.5625, -149.8125]
[13.125, 66.8125, -196.9375]
[-24.5625, 82.1875, -245.625]
[-24.5625, 82.1875, -245.625]
[-24.5625, 82.1875, -245.625]
[-50.5, 87.375, -270.9375]
[-50.5, 87.375, -270.9375]
[-76.1875, 97.9375, -271.0]
[-96.875, 115.875, -258.125]
[-96.875, 115.875, -258.125]
[-131.625, 125.1875, -224.8125]
[-131.625, 125.1875, -224.8125]
[-131.625, 125.1875, -224.8125]
[-151.125, 129.6875, -164.75]
[-151.125, 129.6875, -164.75]
[-171.3125, 137.3125, -112.1875]
[-202.0, 128.8125, -84.0]
[-202.0, 128.8125, -84.0]
[-153.625, 86.5, -44.1875]
[-153.625, 86.5, -44.1875]
[-61.5625, 22.9375, 0.5625]
[-61.5625, 22.9375, 0.5625]
[-61.5625, 22.9375, 0.5625]
[-8.875, -48.1875, 27.25]
[44.375, -107.5, 69.75]
[44.375, -107.5, 69.75]
[87.75, -151.6875, 121.125]
[87.75, -151.6875, 121.125]
[85.375, -187.25, 165.4375]
[85.375, -187.25, 165.4375]
[73.0, -214.4375, 191.0]
[73.0, -214.4375, 191.0]
[66.625, -216.0625, 199.3125]
[66.625, -216.0625, 199.3125]
[66.625, -216.0625, 199.3125]
[73.25, -193.9375, 185.5]
[101.625, -160.8125, 173.375]
[101.625, -160.8125, 173.375]
[130.875, -118.625, 153.25]
[130.875, -118.625, 153.25]
[141.3125, -65.4375, 116.625]
[141.3125, -65.4375, 116.625]
[111.4375, -28.4375, 79.1875]
[111.4375, -28.4375, 79.1875]
[45.625, -7.0, 42.4375]
[45.625, -7.0, 42.4375]
[-21.625, 28.3125, -11.8125]
[-21.625, 28.3125, -11.8125]
[-48.0625, 78.5625, -75.3125]
[-36.9375, 118.3125, -129.3125]
[-36.9375, 118.3125, -129.3125]
[-38.5, 132.25, -166.375]
[-38.5, 132.25, -166.375]
[-38.5, 132.25, -166.375]
[-62.625, 133.0625, -190.75]
[-85.1875, 129.6875, -202.375]
[-85.1875, 129.6875, -202.375]
[-88.8125, 127.625, -197.375]
[-88.8125, 127.625, -197.375]
[-88.8125, 127.625, -197.375]
[-56.5625, 131.1875, -175.8125]
[-44.0, 112.75, -152.875]
[-44.0, 112.75, -152.875]
[-44.0, 112.75, -152.875]
[-62.6875, 79.5, -111.25]
[-62.6875, 79.5, -111.25]
[-57.4375, 40.0, -57.25]
[-57.4375, 40.0, -57.25]
[-36.875, -13.1875, -8.9375]
[-17.3125, -73.6875, 23.8125]
[-17.3125, -73.6875, 23.8125]
[-17.3125, -73.6875, 23.8125]
[-18.875, -140.0, 50.0]
[-28.625, -201.4375, 67.5625]
[-28.625, -201.4375, 67.5625]
[-43.6875, -252.875, 75.8125]
[-43.6875, -252.875, 75.8125]
[-43.6875, -252.875, 75.8125]
[-80.25, -295.0625, 68.625]
[-139.0625, -328.625, 40.3125]
[-139.0625, -328.625, 40.3125]
[-166.75, -358.3125, 15.125]
[-166.75, -358.3125, 15.125]
[-197.75, -376.1875, -8.0]
[-197.75, -376.1875, -8.0]
[-193.0, -378.0, -36.4375]
[-193.0, -378.0, -36.4375]
[-193.0, -378.0, -36.4375]
[-164.9375, -344.4375, -116.9375]
[-164.9375, -344.4375, -116.9375]
[-164.9375, -344.4375, -116.9375]
[-131.75, -323.0625, -121.6875]
[-88.375, -285.25, -120.125]
[-88.375, -285.25, -120.125]
[-88.375, -285.25, -120.125]
[-44.125, -257.6875, -108.6875]
[-44.125, -257.6875, -108.6875]
[-62.4375, -231.9375, -90.875]
[-62.4375, -231.9375, -90.875]
[-59.375, -187.75, -75.25]
[-59.375, -187.75, -75.25]
[-16.0, -141.0625, -49.3125]
[-16.0, -141.0625, -49.3125]
[-17.5625, -109.375, -33.8125]
[-32.625, -91.0, -20.75]
[-32.625, -91.0, -20.75]
[-32.625, -91.0, -20.75]
[-28.8125, -73.5625, -13.75]
[-23.625, -54.5625, -6.1875]
[-23.625, -54.5625, -6.1875]
[-23.625, -54.5625, -6.1875]
[-3.6875, -12.875, 13.4375]
[7.3125, 20.25, 16.3125]
[7.3125, 20.25, 16.3125]
[-16.625, 17.5625, 6.8125]
[-16.625, 17.5625, 6.8125]
[-5.8125, 6.375, 7.75]
[-5.8125, 6.375, 7.75]
[17.5625, -3.625, 3.5625]
[17.5625, -3.625, 3.5625]
[17.5625, -3.625, 3.5625]
[11.375, -9.125, -0.125]
[2.6875, -6.375, -1.25]
[2.6875, -6.375, -1.25]
[-3.4375, -3.0, -1.375]
[-3.4375, -3.0, -1.375]
[4.6875, -1.8125, 0.3125]
[4.6875, -1.8125, 0.3125]
[6.75, -3.1875, 0.6875]
[6.75, -3.1875, 0.6875]
[3.5625, -2.0625, 0.6875]
[3.5625, -2.0625, 0.6875]
[1.0625, -0.75, 0.8125]
[1.0625, -0.75, 0.8125]
[1.0625, -0.75, 0.8125]
[4.75, -3.25, 1.0625]
[10.1875, -6.625, 1.0625]
[10.1875, -6.625, 1.0625]
[16.3125, -7.75, 0.1875]
[16.3125, -7.75, 0.1875]
[17.8125, -8.3125, 0.125]
[17.8125, -8.3125, 0.125]
[25.3125, -17.1875, 0.1875]
[25.3125, -17.1875, 0.1875]
[48.6875, -27.0, -4.875]
[48.6875, -27.0, -4.875]
[78.875, -23.5, -2.125]
[78.875, -23.5, -2.125]
[100.0625, 7.9375, 15.5625]
[100.0625, 7.9375, 15.5625]
[132.875, 56.625, 23.5625]
[132.875, 56.625, 23.5625]
[132.875, 56.625, 23.5625]
[152.75, 103.3125, 26.75]
[160.9375, 148.0625, 35.625]
[160.9375, 148.0625, 35.625]
[180.0625, 191.375, 45.25]
[180.0625, 191.375, 45.25]
[180.0625, 191.375, 45.25]
[195.0, 223.375, 50.3125]
[223.4375, 242.5625, 52.6875]
[223.4375, 242.5625, 52.6875]
[254.875, 258.125, 45.1875]
[254.875, 258.125, 45.1875]
[253.1875, 267.4375, 31.0]
[253.1875, 267.4375, 31.0]
[232.1875, 266.875, 22.6875]
[232.1875, 266.875, 22.6875]
[232.1875, 266.875, 22.6875]
[216.4375, 262.0, 19.25]
[201.9375, 258.125, 8.8125]
[201.9375, 258.125, 8.8125]
[203.125, 251.9375, 3.25]
[203.125, 251.9375, 3.25]
[179.5, 224.0625, 0.9375]
[179.5, 224.0625, 0.9375]
[142.8125, 187.0, 1.5625]
[142.8125, 187.0, 1.5625]
[110.625, 153.75, 6.5]
[110.625, 153.75, 6.5]
[83.4375, 128.5625, 5.875]
[83.4375, 128.5625, 5.875]
[83.4375, 128.5625, 5.875]
[72.9375, 109.6875, 3.4375]
[63.9375, 93.9375, -3.1875]
[63.9375, 93.9375, -3.1875]
[35.5, 74.5625, -16.0625]
[35.5, 74.5625, -16.0625]
[16.5625, 52.0, -29.25]
[16.5625, 52.0, -29.25]
[15.6875, 33.9375, -37.5625]
[15.6875, 33.9375, -37.5625]
[8.625, 36.4375, -53.5]
[8.625, 36.4375, -53.5]
[8.625, 36.4375, -53.5]
[18.875, 40.875, -87.4375]
[18.375, 49.25, -135.75]
[18.375, 49.25, -135.75]
[27.3125, 66.0, -190.5625]
[18.5625, 81.4375, -234.3125]
[18.5625, 81.4375, -234.3125]
[-3.1875, 83.625, -271.1875]
[-3.1875, 83.625, -271.1875]
[-65.0625, 54.6875, -287.5625]
[-65.0625, 54.6875, -287.5625]
[-151.625, 33.125, -253.25]
[-151.625, 33.125, -253.25]
[-151.625, 33.125, -253.25]
[-185.25, 53.8125, -171.875]
[-152.0, 94.8125, -79.5625]
[-152.0, 94.8125, -79.5625]
[-152.0, 94.8125, -79.5625]
[-133.4375, 104.0, -35.4375]
[-133.4375, 104.0, -35.4375]
[-164.3125, 43.625, -10.625]
[-109.125, -37.3125, 57.0]
[-109.125, -37.3125, 57.0]
[33.375, -89.125, 76.875]
[33.375, -89.125, 76.875]
[33.375, -89.125, 76.875]
[102.1875, -112.6875, 112.875]
[102.1875, -112.6875, 112.875]
[94.375, -131.25, 157.1875]
[60.875, -151.6875, 185.375]
[60.875, -151.6875, 185.375]
[45.3125, -173.8125, 208.375]
[45.3125, -173.8125, 208.375]
[37.375, -176.8125, 204.875]
[37.375, -176.8125, 204.875]
[62.5625, -140.9375, 172.4375]
[62.5625, -140.9375, 172.4375]
[70.375, -97.8125, 139.0625]
[70.375, -97.8125, 139.0625]
[125.6875, -58.4375, 105.6875]
[130.6875, -17.6875, 71.375]
[130.6875, -17.6875, 71.375]
[74.8125, 0.375, 35.4375]
[74.8125, 0.375, 35.4375]
[74.8125, 0.375, 35.4375]
[19.0625, 17.625, -11.25]
[-3.9375, 56.9375, -72.9375]
[-3.9375, 56.9375, -72.9375]
[-10.3125, 96.75, -138.3125]
[-10.3125, 96.75, -138.3125]
[2.8125, 120.1875, -188.3125]
[2.8125, 120.1875, -188.3125]
[-22.375, 113.4375, -222.1875]
[-22.375, 113.4375, -222.1875]
[-87.3125, 91.625, -243.625]
[-87.3125, 91.625, -243.625]
[-153.125, 82.3125, -236.75]
[-153.125, 82.3125, -236.75]
[-156.25, 106.625, -205.0]
[-156.25, 106.625, -205.0]
[-115.1875, 115.3125, -166.875]
[-115.1875, 115.3125, -166.875]
[-102.625, 78.375, -115.375]
[-102.625, 78.375, -115.375]
[-91.5625, 29.5, -65.125]
[-91.5625, 29.5, -65.125]
[-30.1875, -32.5625, -26.625]
[-30.1875, -32.5625, -26.625]
[4.125, -92.6875, -1.3125]
[-20.75, -159.125, 26.125]
[-20.75, -159.125, 26.125]
[-20.75, -159.125, 26.125]
[-22.625, -221.125, 57.0625]
[-22.625, -221.125, 57.0625]
[-69.0625, -280.3125, 65.625]
[-140.5625, -333.5, 52.0625]
[-140.5625, -333.5, 52.0625]
[-140.5625, -333.5, 52.0625]
[-179.9375, -366.5, 27.375]
[-179.9375, -366.5, 27.375]
[-213.25, -395.9375, 2.9375]
[-225.0625, -395.875, -17.875]
[-225.0625, -395.875, -17.875]
[-193.375, -337.5, -46.4375]
[-193.375, -337.5, -46.4375]
[-193.375, -337.5, -46.4375]
[-186.4375, -280.75, -71.0625]
[-162.4375, -229.25, -86.9375]
[-162.4375, -229.25, -86.9375]
[-117.9375, -212.0, -102.375]
[-117.9375, -212.0, -102.375]
[-79.0, -223.375, -123.5625]
[-79.0, -223.375, -123.5625]
[-62.5625, -220.4375, -112.5]
[-62.5625, -220.4375, -112.5]
[-14.6875, -198.625, -90.5]
[-14.6875, -198.625, -90.5]
[24.625, -181.25, -72.6875]
[24.625, -181.25, -72.6875]
[36.5625, -162.25, -46.9375]
[36.5625, -162.25, -46.9375]
[52.0625, -136.0625, -27.6875]
[52.0625, -136.0625, -27.6875]
